id,type,name,translation,file,sounds,error,ini
344,PACENOTE,HOLE,Hole,reika1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
345,PACENOTE,RUTS,Ruts,urat.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
346,PACENOTE,DEEPRUTS,DEEP RUTS,urat.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
347,PACENOTE,BORDER,BORDER,border.ogg,1,Not found: border.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
348,PACENOTE,EDGE,EDGE,edge.ogg,1,Not found: edge.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
349,PACENOTE,CURB,CURB,curb.ogg,1,Not found: curb.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
350,PACENOTE,DITCH,DITCH,ditch.ogg,1,Not found: ditch.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
351,PACENOTE,JUNCTION,Junction,risteys1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
354,PACENOTE,STEEP_DROP,STEEP DROP,steep_drop.ogg,1,Not found: steep_drop.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
356,PACENOTE,SHOULDER,SHOULDER,shoulder.ogg,1,Not found: shoulder.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
357,PACENOTE,STEEP_HILL,STEEP HILL,steep_hill.ogg,1,Not found: steep_hill.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
358,PACENOTE,STEEP_INCLINE,STEEP INCLINE,steep_incline.ogg,1,Not found: steep_incline.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
359,PACENOTE,STEEP_SLOPE,STEEP SLOPE,steep_slope.ogg,1,Not found: steep_slope.ogg,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
361,PACENOTE,DIP,Dip,notko.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/obstacles/Extended.ini
